internship_title,company_name,location,start_date,duration,stipend,Skills,gender
Supply Chain & Logistics Operations,Inland World Logistics Private Limited,Coimbatore,Immediately,4 Months,"₹ 10,000 /month","WMS/TMS, ERP, Advanced Excel, Route optimization, Inventory management",ANY
Content Writing,HT Media,Mumbai,Immediately,4 Months,"₹ 3,500-5,000 /month","WordPress, SEO tools, Grammarly, Plagiarism checker, Google Docs, Canva",ANY
Motion Design,NoBroker,Bangalore,Immediately,4 Months,"₹ 12,000 /month","Adobe After Effects, Cinema 4D, Illustrator, Premiere Pro, Animation principles",ANY
Sales Trainee,Pioneer E-Solutions,Gurgaon,Immediately,4 Months,"₹ 10,000 /month","CRM, Microsoft Office Suite, Sales methodologies, Communication skills",ANY
Retail Management,Decathlon Sports India,Patna,Immediately,4 Months,"₹ 7,000 /month","Point of Sale (POS) Systems, Inventory Management Software, CRM, Microsoft Excel, Visual Merchandising Software",ANY
Operation Analyst,Apollo247,Gurgaon,Immediately,4 Months,"₹ 15,000 /month","Advanced Excel, SQL, Tableau/Power BI, Python/R, Process mapping tools (Visio), Google Analytics",Female
Omni Sports Leadership,Decathlon Sport India Private Limited,Ludhiana,Immediately,4 Months,"₹ 10,000 /month","First aid, Event management, Team coordination, Sports-specific knowledge",ANY
HR Operations,UpGrad (U Education Management Private Limited),Gurgaon,Immediately,4 Months,"₹ 10,000 /month","HRIS, Payroll software, Excel, Onboarding/offboarding processes, Compliance",ANY
Human Resources (HR),Hungama Digital Media Entertainment Private Limited,Mumbai,Immediately,6 Months,"₹ 5,000 /month","HRIS, ATS, Microsoft Office Suite, LinkedIn Recruiter, Payroll Software",Female
Omni Sports Leading,Decathlon Sport India Private Limited,Mumbai,Immediately,6 Months,"₹ 13,000 /month","First aid, Sport-specific knowledge, Coaching, Team management",ANY
IT Coordination,Vaibhav Global Limited,Jaipur,Immediately,6 Months,"₹ 10,000 /month","Project management tools, Ticketing system, MS Office, Basic IT knowledge",ANY
Admin,Worldwide Media (Times Group),Mumbai,Immediately,6 Months,"₹ 5,000 /month","MS Office Suite, G Suite, Calendar management, Basic bookkeeping",ANY
Graphic Design,Priyanka Singh,Jaipur,Immediately,6 Months,"₹ 5,000 /month +  Incentives","Adobe Photoshop, Illustrator, InDesign, Figma, Typography, Color theory",ANY
Software Development – Vāgyojaka Tool,IIT Bombay,Work From Home,Immediately,6 Months,"₹ 3,000-5,000 /month","Python, NLP libraries (NLTK, spaCy), Machine Learning frameworks, API development, Git, Database management",ANY
Product Management,Tynor Orthotics Private Limited,Mohali,Immediately,6 Months,"₹ 7,500 /month","Jira, Confluence, Figma, Product analytics (Mixpanel), SQL, A/B testing, Roadmapping",ANY
Omni Sport Leader,Decathlon Sports India,Pimpri-Chinchwad,Immediately,6 Months,"₹ 10,000 /month","First aid certification, Specific sport knowledge, Coaching techniques, Team management",Female
Business Development (Sales),UpGrad (UpGrad Education Private Limited),Nagpur,Immediately,6 Months,"₹ 2,500-9,500 /month","CRM, LinkedIn, Sales prospecting, Cold outreach, Negotiation",Female
Graphic Design,Futurionic Private Limited,Work From Home,Immediately,6 Months,"₹ 5,000 /month","Adobe Photoshop, Illustrator, InDesign, Figma, Typography, Color theory",ANY
Business Development (Sales),Cultfit Healthcare Private Limited,Bangalore,Immediately,6 Months,"₹ 20,000 /month","CRM, LinkedIn, Sales prospecting, Cold outreach, Negotiation",Female
Human Resources (HR),Subhansh Sewa Trust,Work From Home,Immediately,6 Months,Unpaid,"HRIS, ATS, Microsoft Office Suite, LinkedIn Recruiter, Payroll Software",ANY
Youtube Management,Unacademy,Bangalore,Immediately,6 Months,"₹ 15,000 /month","YouTube Studio, VidIQ/TubeBuddy, Adobe Premiere Pro, Photoshop, SEO",Female
Marketing,Absolute Barbecue Private Limited,Hyderabad,Immediately,6 Months,"₹ 6,000 /month","Google Analytics, SEO/SEM, Social media, Email marketing, CRM",Female
Event Management,Office Of Advisor To CM,Delhi,Immediately,6 Months,Unpaid,"Event planning software (Cvent, Eventbrite), Project management tools (Asana, Trello), Microsoft Office Suite, Budgeting (Excel), Social media marketing",ANY
Customer Service,Kalpataru Limited,Mumbai,Immediately,6 Months,"₹ 10,000 /month","CRM, Helpdesk software (Zendesk, Freshdesk), Live chat tools, Telephony systems, Microsoft Office",ANY
Marketing,Motilal Oswal Financial Services Limited,Mumbai,Immediately,6 Months,"₹ 5,000 /month","Google Analytics, SEO/SEM, Social media, Email marketing, CRM",ANY
Public Relations,Across The Globe (ATG),Work From Home,Immediately,6 Months,"₹ 1,500 /month","Cision/Meltwater, Press release writing, Media outreach, Social media, Event planning",ANY
Talent Acquisition,MRCC Solutions,Thane,Immediately,6 Months,"₹ 10,000 /month","ATS, LinkedIn Recruiter, Sourcing, Boolean search, Interviewing",ANY
Human Resources (HR),Zucol Group Of Companies,Indore,Immediately,6 Months,"₹ 5,000 /month","HRIS, ATS, Microsoft Office Suite, LinkedIn Recruiter, Payroll Software",ANY
Sales (Real Estate),Anarock Property Consultant Private Limited,Pune,Immediately,6 Months,"₹ 10,000 /month","CRM, Real Estate Portals (Zillow, MagicBricks), Microsoft Office Suite, Social Media Marketing, Virtual Tour Software",ANY
Customer Experience,Snapdeal,Gurgaon,Immediately,6 Months,"₹ 10,000 /month","CRM, Survey tools (NPS), Journey mapping, Zendesk, Data analysis",Female
Insurance Consulting,Bajaj Allianz Life Insurance Company Limited,Work From Home,Immediately,6 Months,"₹ 12,000 /month +  Incentives","CRM, Quoting software, Product knowledge, Financial planning basics",ANY
Resource Management,Techolution,Hyderabad,Immediately,6 Months,"₹ 15,000 /month","Project management software with resource planning, Excel, HRIS basics",ANY
Curriculum Development,Educate Girls,Mumbai,Immediately,6 Months,"₹ 15,000-17,000 /month","Instructional design models (ADDIE), LMS, Authoring tools, Subject expertise",ANY
Digital Marketing,Audi Mumbai West,Mumbai,Immediately,6 Months,"₹ 15,000 /month","Google Analytics, Google Ads, Facebook Ads, SEO tools (SEMrush), Email marketing, WordPress",ANY
Social Work,INDIA Redefined,Work From Home,Immediately,6 Months,Unpaid,"Case management software, MS Office, Counseling techniques, Community outreach",ANY
Lead HR (Admin),Aam Aadmi Party,Work From Home,Immediately,6 Months,Unpaid,"HRIS, ATS, Payroll software, MS Office, Labor law compliance",ANY
HR,WWF India,Delhi,Immediately,6 Months,"₹ 5,000-10,000 /month","HRIS, ATS, MS Office, LinkedIn Recruiter, Payroll software",ANY
Content Creation & Ideation,Aam Aadmi Party,Work From Home,Immediately,6 Months,Unpaid,"Canva, Brainstorming tools (Miro), Social media trends, SEO basics",Female
Operations,Sanghvi Beauty & Technologies Private Limited (MyGlamm),Work From Home,Immediately,6 Months,"₹ 5,000 /month","ERP, MS Excel, Project management tools, Process optimization, Data analysis",Female
Technical Finance,Thomas Cook,Mumbai,Immediately,6 Months,"₹ 6,000 /month","Python/R for finance, SQL, Excel/VBA, Bloomberg API, Quantitative models",ANY
Campus Ambassador,Unacademy,Work From Home,Immediately,6 Months,Performance Based,"Social media, Public speaking, Networking, Event promotion",Female
Digital Media Monitoring/Content Analytics,Aam Aadmi Party,Work From Home,Immediately,6 Months,Unpaid,"Social listening tools (Brandwatch), Google Analytics, Social media analytics, Excel",ANY
Human Resources (HR),Alkegen India Private Limited,Pune,Immediately,6 Months,"₹ 3,000 /month","HRIS, ATS, Microsoft Office Suite, LinkedIn Recruiter, Payroll Software",Female
Digital And Cartoon Artist,Aam Aadmi Party,Work From Home,Immediately,6 Months,Unpaid,"Adobe Illustrator, Photoshop, Procreate, Clip Studio Paint, Wacom tablet, Drawing skills",ANY
Content Marketing,IIT Bombay,Work From Home,Immediately,6 Months,"₹ 1,000-2,000 /month","SEO, WordPress, Google Analytics, Canva, Email marketing, Social media",Female
Social Media Research/Scouting,Aam Aadmi Party,Work From Home,Immediately,6 Months,Unpaid,"Social media platforms, Influencer tools, Trend analysis, Competitor monitoring",ANY
Human Resources (HR),Ambit Private Limited,Mumbai,Immediately,6 Months,"₹ 20,000 /month","HRIS, ATS, Microsoft Office Suite, LinkedIn Recruiter, Payroll Software",ANY
Business Development (Sales),MakeMyTrip,Gurgaon,Immediately,3 Months,"₹ 10,000 /month","CRM, LinkedIn, Sales prospecting, Cold outreach, Negotiation",ANY
Video Making/Editing,Aam Aadmi Party,Work From Home,Immediately,3 Months,Unpaid,"Adobe Premiere Pro/Final Cut Pro, CapCut, After Effects basics",Female
Social Work,INDIA Redefined,Work From Home,Immediately,3 Months,Unpaid,"Case management software, MS Office, Counseling techniques, Community outreach",ANY
YouTube Marketing,Saregama India Limited,Chennai,Immediately,3 Months,"₹ 5,000-10,000 /month","YouTube Analytics, VidIQ/TubeBuddy, Google Ads for video, SEO for YouTube",ANY
Marketing,Cuberoutes,Chennai,Immediately,3 Months,"₹ 12,000 /month +  Incentives","Google Analytics, SEO/SEM, Social media, Email marketing, CRM",ANY
Marketing (Sunburn),BookMyShow,Mumbai,Immediately,3 Months,"₹ 7,500 /month","Event marketing, Social media marketing, CRM, Ticket sales platforms",ANY
Content Developement (DIY Videos),K4 Media & Technologies,Jaipur,Immediately,3 Months,"₹ 10,000 /month","Video Editing Software (Adobe Premiere Pro, iMovie, CapCut), Camera, Lighting, Microphone, Scriptwriting, Canva",ANY
US Sales Process (Female),Gigde Global Solutions Private Limited,Noida,Immediately,3 Months,"₹ 15,000 /month","CRM, Auto-dialer, US accent familiarity, Sales techniques",ANY
Chartered Accountancy (CA),H S SABHARWAL & Co,Dehradun,Immediately,3 Months,"₹ 3,000-5,000 /month","Tally, Advanced Excel, Auditing software, Tax compliance software, Knowledge of Ind AS, Companies Act",Female
Content Writing (Education),K4 Media & Technologies,Jaipur,Immediately,3 Months,"₹ 10,000 /month","SEO, WordPress, Curriculum knowledge, Instructional writing, Grammarly",ANY
Computer Operations,K4 Media & Technologies,Jaipur,Immediately,3 Months,"₹ 10,000 /month","MS Office Suite, Typing, Basic troubleshooting, File management",ANY
Marketing,MAG Finserv,Pune,Immediately,3 Months,"₹ 10,000 /month","Google Analytics, SEO/SEM, Social media, Email marketing, CRM",ANY
Graphic Design,Trivy Technologies Private Limited,Work From Home,Immediately,3 Months,"₹ 2,500 /month","Adobe Photoshop, Illustrator, InDesign, Figma, Typography, Color theory",ANY
Project Management,HappiMynd,Work From Home,Immediately,3 Months,"₹ 10,000-15,000 /month","Jira, Asana, Trello, MS Project, Smartsheet, Agile/Scrum methodologies, Risk management",ANY
Creative Design,Soyu,Hyderabad,Immediately,3 Months,"₹ 5,000 /month","Adobe Creative Suite (Photoshop, Illustrator, InDesign), Figma, Canva",ANY
Subject Matter Expert (Mathematics) - Doubt Solving,LearnAsYouGo Private Limited,Work From Home,Immediately,3 Months,"₹ 6,000-12,000 /month","Online whiteboard, Pen tablet, LaTeX, Subject knowledge, Fast response time",ANY
Content Writing (Art & Craft),K4 Media & Technologies,Work From Home,Immediately,3 Months,"₹ 1,000 /month","Knowledge of art/craft, SEO, WordPress, Photography basics, Canva",Female
Content Writing (Fashion & Lifestyle),K4 Media & Technologies,Work From Home,Immediately,3 Months,"₹ 1,000 /month","SEO, WordPress, Fashion/lifestyle knowledge, Canva, Social media trends",ANY
Social Entrepreneurship,Hamari Pahchan NGO,Work From Home,Immediately,3 Months,10% of Revenue Generated,"Business Model Canvas, Lean startup principles, Grant writing, Social media, Crowdfunding platforms",ANY
Web Development,Celebrare,Work From Home,Immediately,3 Months,"₹ 6,000-12,000 /month","HTML, CSS, JavaScript, React/Angular/Vue, Node.js, SQL/NoSQL, Git",ANY
Web Content Development,Hex Wireless Private Limited,Work From Home,Immediately,3 Months,"₹ 12,000 /month","HTML, CSS, JavaScript, WordPress, SEO, Google Analytics",ANY
Video Editing,K4 Media & Technologies,Jaipur,Immediately,3 Months,"₹ 10,000 /month","Adobe Premiere Pro, Final Cut Pro, DaVinci Resolve, After Effects",Female
UI/UX Design,QuadB Tech,Ludhiana,Immediately,3 Months,"₹ 15,000-25,000 /month","Figma, Sketch, Adobe XD, InVision, Zeplin, User research methods, Wireframing, Prototyping",ANY
Digital Marketing,TopLine Vision,Bangalore,Immediately,3 Months,"₹ 5,000 /month","Google Analytics, Google Ads, Facebook Ads, SEO tools (SEMrush), Email marketing, WordPress",ANY
Data Entry,K4 Media & Technologies,Jaipur,Immediately,3 Months,"₹ 10,000 /month","Microsoft Excel, Google Sheets, Typing Skills (WPM), Data Entry Software, Attention to Detail",ANY
Business Development (Sales),Rentkar-Switch To Share,Mumbai,Immediately,3 Months,"₹ 12,000-14,000 /month","CRM, LinkedIn, Sales prospecting, Cold outreach, Negotiation",ANY
Brand Management,Born High Digital,Gurgaon,Immediately,3 Months,"₹ 10,000 /month","Social media analytics, Brand monitoring tools, Google Analytics, Market research tools, Adobe Creative Suite",ANY
Architecture,Digipplus,Work From Home,Immediately,3 Months,"₹ 25,000-30,000 /month","AutoCAD, Revit, SketchUp, V-Ray, Lumion, Adobe Creative Suite (Photoshop, InDesign, Illustrator), Rhino",ANY
Business Development Management,Trivy Technologies Private Limited,Work From Home,Immediately,3 Months,"₹ 1,500 /month +  Incentives","CRM, Sales forecasting, Team management, P&L analysis, Strategic planning",ANY
Digital Marketing (Meme & Carousel Making),Lawtech,Work From Home,Immediately,3 Months,"₹ 6,000-8,000 /month","Canva/Photoshop, Meme generator tools, Instagram carousel design, Social media trends",ANY
UI/UX Design,Radhika Kapoor,Work From Home,Immediately,3 Months,"₹ 5,000 /month","Figma, Sketch, Adobe XD, InVision, Zeplin, User research methods, Wireframing, Prototyping",ANY
Graphic Design,AnthroFit Lifesciences Co,Work From Home,Immediately,3 Months,"₹ 4,000-6,000 /month","Adobe Photoshop, Illustrator, InDesign, Figma, Typography, Color theory",Female
General Management,Adore Earth,Work From Home,Immediately,3 Months,"₹ 4,000 /month","Microsoft Office Suite, Google Workspace, Project Management Tools (Asana, Trello), Data Analysis (Excel), Communication Tools (Slack)",Female
Talent Acquisition,TopHire,Work From Home,Immediately,3 Months,"₹ 5,000-15,000 /month","ATS, LinkedIn Recruiter, Sourcing, Boolean search, Interviewing",ANY
English Content Curation (IELTS),Lawtech,Work From Home,Immediately,3 Months,"₹ 8,000-10,000 /month","IELTS format knowledge, MS Word, Grammarly, Content research",ANY
Field And Digital Marketing,Mehta Poly Boards,Mumbai,Immediately,3 Months,"₹ 9,000 /month","CRM, Google Analytics, Facebook Ads, Event management, On-ground promotion",ANY
Content Marketing,Ciera Advisors LLP,Mumbai,Immediately,3 Months,"₹ 10,000 /month","SEO, WordPress, Google Analytics, Canva, Email marketing, Social media",ANY
Digital Marketing,Mars Elevator,Gurgaon,Immediately,3 Months,"₹ 15,000 /month +  Incentives","Google Analytics, Google Ads, Facebook Ads, SEO tools (SEMrush), Email marketing, WordPress",ANY
Field Sales,Aadiananta Enterprises PVT Ltd,Delhi,Immediately,3 Months,"₹ 10,000 /month","CRM (mobile version), Route planning apps, Presentation software (on tablet), Negotiation skills",ANY
Human Resources (HR),Everstylish Lifestyle Private Limited,Gurgaon,Immediately,3 Months,"₹ 15,000 /month","HRIS, ATS, Microsoft Office Suite, LinkedIn Recruiter, Payroll Software",Female
Accounts And Audit,IRA Consulting,Mumbai,Immediately,3 Months,"₹ 7,500 /month","Tally ERP 9, QuickBooks, Advanced Excel, Auditing Software, SAP FICO, GST/TDS knowledge",ANY
YouTube SEO,"Manjita Osta (Melbourne Airport, Australia)",Work From Home,Immediately,3 Months,"₹ 10,000 /month","VidIQ/TubeBuddy, Google Keyword Planner, YouTube Analytics, SEO principles",ANY
Quality Analytics,Organikness Pvt. Ltd.,Hyderabad,Immediately,3 Months,"₹ 7,000 /month","SQL, Python/R, Statistical software (Minitab, SPSS), Tableau/Power BI, Quality management methodologies (Six Sigma), Excel",ANY
Human Resources (HR),Six Ladders,Mumbai,Immediately,3 Months,"₹ 10,000 /month","HRIS, ATS, Microsoft Office Suite, LinkedIn Recruiter, Payroll Software",Female
Growth Hacking,Hotnot,Mumbai,Immediately,3 Months,"₹ 2,000 /month +  Incentives","A/B testing tools, Analytics platforms (Google Analytics, Mixpanel), SEO/SEM tools, Scraping tools, Email marketing automation",ANY
Human Resources (HR),AICS Consultancy Service Private Limited,Noida,Immediately,3 Months,"₹ 5,000 /month","HRIS, ATS, Microsoft Office Suite, LinkedIn Recruiter, Payroll Software",ANY
